+--------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                  |  ID | Effects                                                                                                                                                                                      |
| cofhcore:leaping4              |  58 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                                |
| cofhcore:levitation            |  43 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:levitation+           |  44 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:luck                  |  48 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                                     |
| cofhcore:luck+                 |  49 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                                     |
| cofhcore:luck2                 |  50 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                                     |
| cofhcore:luck2+                |  99 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                                     |
| cofhcore:luck3                 |  77 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                                      |
| cofhcore:luck3+                | 100 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                                     |
| cofhcore:luck4                 |  78 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                                      |
| cofhcore:poison2+              |  87 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:poison3               |  65 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:poison3+              |  88 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:poison4               |  66 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:regeneration2+        |  89 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                      |
| cofhcore:regeneration3         |  67 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                      |
| cofhcore:regeneration3+        |  90 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                      |
| cofhcore:regeneration4         |  68 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                      |
| cofhcore:resistance            |  40 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:resistance+           |  41 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:resistance2           |  42 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:resistance2+          |  95 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:resistance3           |  73 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:resistance3+          |  96 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:resistance4           |  74 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:strength2+            |  91 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:strength3             |  69 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:strength3+            |  92 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:strength4             |  70 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:swiftness2+           |  85 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                               |
| cofhcore:swiftness3            |  59 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                                |
| cofhcore:swiftness3+           |  86 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                               |
| cofhcore:swiftness4            |  60 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                                |
| cofhcore:unluck                |  51 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                                 |
| cofhcore:unluck+               |  52 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                                 |
| cofhcore:unluck2               |  53 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:1,duration:900,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:unluck2+              | 101 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:1,duration:1600,isSplashPotion:false,isAmbient:false}                                 |
| cofhcore:unluck3               |  79 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:unluck3+              | 102 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:2,duration:1200,isSplashPotion:false,isAmbient:false}                                 |
| cofhcore:unluck4               |  80 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:3,duration:360,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither                |  54 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither+               |  55 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                                 |
| cofhcore:wither2               |  56 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither2+              | 103 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither3               |  81 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither3+              | 104 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                                  |
| cofhcore:wither4               |  82 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                                  |
| extrautils2:oily               | 110 |                                                                                                                                                                                              |
| extrautils2:xu2.doom           | 105 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.doom,name:effect.xu2.doom,isBad:true,isBeneficial:false],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                    |
| extrautils2:xu2.fizzy.lifting  | 111 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.fizzy.lifting,name:effect.xu2.fizzy.lifting,isBad:true,isBeneficial:false],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}   |
| extrautils2:xu2.gravity        | 106 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.gravity,name:effect.xu2.gravity,isBad:true,isBeneficial:false],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}              |
| extrautils2:xu2.gravity.long   | 107 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.gravity,name:effect.xu2.gravity,isBad:true,isBeneficial:false],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}              |
| extrautils2:xu2.greek.fire     | 109 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.greek.fire,name:effect.xu2.greek.fire,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}        |
| extrautils2:xu2.love           | 113 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.love,name:effect.xu2.love,isBad:false,isBeneficial:false],amplifier:0,duration:200,isSplashPotion:false,isAmbient:false}                    |
| extrautils2:xu2.purging        | 114 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.purging,name:effect.xu2.purging,isBad:true,isBeneficial:false],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                 |
| extrautils2:xu2.relapse        | 112 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.relapse,name:effect.xu2.relapse,isBad:false,isBeneficial:false],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}             |
| extrautils2:xu2.second.chance  | 108 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.second.chance,name:effect.xu2.second.chance,isBad:false,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false} |
| minecraft:awkward              |   4 |                                                                                                                                                                                              |
| minecraft:empty                |   0 |                                                                                                                                                                                              |
| minecraft:fire_resistance      |  12 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                |
| minecraft:harming              |  23 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                               |
| minecraft:healing              |  21 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                              |
| minecraft:invisibility         |   7 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                     |
| minecraft:leaping              |   9 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                               |
| minecraft:long_fire_resistance |  13 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                |
| minecraft:long_invisibility    |   8 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                     |
| minecraft:long_leaping         |  10 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                               |
| minecraft:long_night_vision    |   6 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:long_poison          |  26 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                                 |
| minecraft:long_regeneration    |  29 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                     |
| minecraft:long_slowness        |  18 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                         |
| minecraft:long_strength        |  32 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                          |
| minecraft:long_swiftness       |  15 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                               |
| minecraft:long_water_breathing |  20 | PotionEffect:{Potion:[reg:minecraft:water_breathing,name:effect.waterBreathing,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                |
| minecraft:long_weakness        |  35 | PotionEffect:{Potion:[reg:minecraft:weakness,name:effect.weakness,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                             |
| minecraft:luck                 |  36 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:6000,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:mundane              |   2 |                                                                                                                                                                                              |
| minecraft:night_vision         |   5 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:poison               |  25 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                                  |
| minecraft:regeneration         |  28 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                      |
| minecraft:slowness             |  17 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| minecraft:strength             |  31 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                          |
| minecraft:strong_harming       |  24 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                               |
| minecraft:strong_healing       |  22 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                              |
| minecraft:strong_leaping       |  11 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                               |
| minecraft:strong_poison        |  27 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:1,duration:432,isSplashPotion:false,isAmbient:false}                                  |
| minecraft:strong_regeneration  |  30 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                      |
| minecraft:strong_strength      |  33 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                          |
| minecraft:strong_swiftness     |  16 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                               |
| minecraft:swiftness            |  14 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                               |
| minecraft:thick                |   3 |                                                                                                                                                                                              |
| minecraft:water                |   1 |                                                                                                                                                                                              |
| minecraft:water_breathing      |  19 | PotionEffect:{Potion:[reg:minecraft:water_breathing,name:effect.waterBreathing,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                |
| minecraft:weakness             |  34 | PotionEffect:{Potion:[reg:minecraft:weakness,name:effect.weakness,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                             |
+--------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                  |  ID | Effects                                                                                                                                                                                      |
+--------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
