+--------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                   |
+--------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+----------------------------------------------------------+
| Mod name           | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                            |
| Minecraft          | minecraft:fish                                  |     349 |        0 |     true | Raw Fish                            |      2 |        0.1 | listAllfishfresh,listAllfishraw,salmonRaw                |
| Minecraft          | minecraft:fish                                  |     349 |        1 |     true | Raw Salmon                          |      2 |        0.1 | foodSalmonraw,listAllfishfresh,listAllfishraw            |
| Minecraft          | minecraft:fish                                  |     349 |        2 |     true | Clownfish                           |      1 |        0.1 | listAllfishfresh,listAllfishraw                          |
| Minecraft          | minecraft:fish                                  |     349 |        3 |     true | Pufferfish                          |      1 |        0.1 | listAllfishfresh,listAllfishraw                          |
| Minecraft          | minecraft:golden_apple                          |     322 |        0 |     true | Golden Apple                        |      4 |        1.2 |                                                          |
| Minecraft          | minecraft:golden_apple                          |     322 |        1 |     true | Golden Apple                        |      4 |        1.2 |                                                          |
| Minecraft          | minecraft:golden_carrot                         |     396 |        0 |    false | Golden Carrot                       |      6 |        1.2 |                                                          |
| Minecraft          | minecraft:melon                                 |     360 |        0 |    false | Melon Slice                         |      1 |        0.6 |                                                          |
| Minecraft          | minecraft:mushroom_stew                         |     282 |        0 |    false | Mushroom Stew                       |      2 |        1.2 |                                                          |
| Minecraft          | minecraft:mutton                                |     423 |        0 |    false | Raw Mutton                          |      1 |        0.6 | foodMuttonraw,listAllmeatraw,listAllmuttonraw            |
| Minecraft          | minecraft:poisonous_potato                      |     394 |        0 |    false | Poisonous Potato                    |      2 |        0.3 |                                                          |
| Minecraft          | minecraft:porkchop                              |     319 |        0 |    false | Raw Porkchop                        |      1 |        0.6 | listAllmeatraw,listAllporkraw                            |
| Minecraft          | minecraft:potato                                |     392 |        0 |    false | Potato                              |      1 |        0.6 | cropPotato,listAllveggie                                 |
| Minecraft          | minecraft:pufferfish                            |    7042 |        0 |    false | Pufferfish                          |      1 |        0.6 | listAllfishfresh,listAllfishraw                          |
| Minecraft          | minecraft:pumpkin_pie                           |     400 |        0 |    false | Pumpkin Pie                         |      4 |        1.2 |                                                          |
| Minecraft          | minecraft:rabbit                                |     411 |        0 |    false | Raw Rabbit                          |      1 |        0.6 | foodRabbitraw,listAllmeatraw,listAllrabbitraw            |
| Minecraft          | minecraft:rabbit_stew                           |     413 |        0 |    false | Rabbit Stew                         |      6 |        1.2 |                                                          |
| Minecraft          | minecraft:rotten_flesh                          |     367 |        0 |    false | Rotten Flesh                        |      4 |        0.1 |                                                          |
| Minecraft          | minecraft:salmon                                |    7039 |        0 |    false | Raw Salmon                          |      1 |        0.6 | listAllfishfresh,listAllfishraw,salmonRaw                |
| Minecraft          | minecraft:spider_eye                            |     375 |        0 |    false | Spider Eye                          |      2 |        0.8 |                                                          |
| Minecraft          | minecraft:wheat                                 |     296 |        0 |    false | Wheat                               |      1 |        0.6 | cropWheat,flourEqualswheat,listAllgrain                  |
| Pam's HarvestCraft | harvestcraft:agaveitem                          |    5908 |        0 |    false | Agave                               |      1 |        0.6 | cropAgave,listAllfruit                                   |
| Pam's HarvestCraft | harvestcraft:akutuqitem                         |    6804 |        0 |    false | Akutuq                              |      5 |        1.2 | foodAkutuq                                               |
| Pam's HarvestCraft | harvestcraft:almondbutteritem                   |    6613 |        0 |    false | Almond Butter                       |      1 |        1.2 | foodAlmondbutter,listAllnutbutter                        |
| Pam's HarvestCraft | harvestcraft:almonditem                         |    6026 |        0 |    false | Almond                              |      1 |        0.6 | cropAlmond,listAllnut                                    |
| Pam's HarvestCraft | harvestcraft:amaranthitem                       |    5910 |        0 |    false | Amaranth                            |      1 |        0.6 | cropAmaranth,listAllgrain                                |
| Pam's HarvestCraft | harvestcraft:anchovypepperonipizzaitem          |    6952 |        0 |    false | Anchovy Pepperoni Pizza             |     13 |        1.2 | foodAnchovypepperonipizza                                |
| Pam's HarvestCraft | harvestcraft:anchovyrawitem                     |    7001 |        0 |    false | Raw Anchovy                         |      1 |        0.6 | foodAnchovyraw,listAllfishfresh,listAllfishraw           |
| Pam's HarvestCraft | harvestcraft:applecideritem                     |    6579 |        0 |    false | Apple Cider                         |      2 |        1.2 | foodApplecider                                           |
| Pam's HarvestCraft | harvestcraft:applefritteritem                   |    6685 |        0 |    false | Apple Fritter                       |      6 |        1.2 | foodApplefritter                                         |
| Pam's HarvestCraft | harvestcraft:applejellyitem                     |    6443 |        0 |    false | Apple Jelly                         |      2 |        1.2 | foodApplejelly                                           |
| Pam's HarvestCraft | harvestcraft:applejellysandwichitem             |    6444 |        0 |    false | Apple Jelly Sandwich                |      6 |        1.2 | foodApplejellysandwich                                   |
| Pam's HarvestCraft | harvestcraft:applejuiceitem                     |    6164 |        0 |    false | Apple Juice                         |      2 |        1.2 | foodApplejuice                                           |
| Pam's HarvestCraft | harvestcraft:applepieitem                       |    6149 |        0 |    false | Apple Pie                           |      5 |        1.2 | foodApplepie                                             |
| Pam's HarvestCraft | harvestcraft:applesauceitem                     |    6146 |        0 |    false | Apple Sauce                         |      2 |        1.2 | foodApplesauce                                           |
| Pam's HarvestCraft | harvestcraft:applesmoothieitem                  |    6647 |        0 |    false | Apple Smoothie                      |      3 |        1.2 | foodApplesmoothie,listAllsmoothie                        |
| Pam's HarvestCraft | harvestcraft:applesnowitem                      |    6864 |        0 |    false | Apple Snow                          |      4 |        1.2 | foodApplesnow                                            |
| Pam's HarvestCraft | harvestcraft:appleyogurtitem                    |    6420 |        0 |    false | Apple Yogurt                        |      2 |        1.2 | foodAppleyogurt,listAllyogurt                            |
| Pam's HarvestCraft | harvestcraft:apricotglazedporkitem              |    6510 |        0 |    false | Apricot Glazed Pork                 |      4 |        1.2 | foodApricotglazedpork                                    |
| Pam's HarvestCraft | harvestcraft:apricotitem                        |    6047 |        0 |    false | Apricot                             |      1 |        0.6 | cropApricot,listAllfruit                                 |
| Pam's HarvestCraft | harvestcraft:apricotjellyitem                   |    6511 |        0 |    false | Apricot Jelly                       |      2 |        1.2 | foodApricotjelly                                         |
| Pam's HarvestCraft | harvestcraft:apricotjellysandwichitem           |    6512 |        0 |    false | Apricot Jelly Sandwich              |      6 |        1.2 | foodApricotjellysandwich                                 |
| Pam's HarvestCraft | harvestcraft:apricotjuiceitem                   |    6185 |        0 |    false | Apricot Juice                       |      2 |        1.2 | foodApricotjuice                                         |
| Pam's HarvestCraft | harvestcraft:apricotsmoothieitem                |    6513 |        0 |    false | Apricot Smoothie                    |      3 |        1.2 | foodApricotsmoothie,listAllsmoothie                      |
| Pam's HarvestCraft | harvestcraft:apricotyogurtitem                  |    6509 |        0 |    false | Apricot Yogurt                      |      2 |        1.2 | foodApricotyogurt,listAllyogurt                          |
| Pam's HarvestCraft | harvestcraft:arrowrootitem                      |    5912 |        0 |    false | Arrowroot                           |      1 |        0.6 | cropArrowroot,listAllveggie                              |
| Pam's HarvestCraft | harvestcraft:artichokeitem                      |    5858 |        0 |    false | Artichoke                           |      1 |        0.6 | cropArtichoke,listAllgreenveggie,listAllveggie           |
| Pam's HarvestCraft | harvestcraft:asparagusitem                      |    5796 |        0 |    false | Asparagus                           |      1 |        0.6 | cropAsparagus,listAllgreenveggie,listAllveggie           |
| Pam's HarvestCraft | harvestcraft:asparagusquicheitem                |    6345 |        0 |    false | Asparagus Quiche                    |      6 |        1.2 | foodAsparagusquiche                                      |
| Pam's HarvestCraft | harvestcraft:asparagussoupitem                  |    6346 |        0 |    false | Asparagus Soup                      |      6 |        1.2 | foodAsparagussoup                                        |
| Pam's HarvestCraft | harvestcraft:avocadoburritoitem                 |    6356 |        0 |    false | Avocado Burrito                     |      8 |        1.2 | foodAvocadoburrito                                       |
| Pam's HarvestCraft | harvestcraft:avocadoitem                        |    6008 |        0 |    false | Avocado                             |      1 |        0.6 | cropAvocado                                              |
| Pam's HarvestCraft | harvestcraft:babaganoushitem                    |    6753 |        0 |    false | Baba Ganoush                        |      5 |        1.2 | foodBabaganoush                                          |
| Pam's HarvestCraft | harvestcraft:baconandeggsitem                   |    6683 |        0 |    false | Bacon and Eggs                      |      4 |        1.2 | foodBaconandeggs                                         |
| Pam's HarvestCraft | harvestcraft:baconcheeseburgeritem              |    6911 |        0 |    false | Bacon Cheeseburger                  |     10 |        1.2 | foodBaconcheeseburger                                    |
| Pam's HarvestCraft | harvestcraft:baconmushroomburgeritem            |    6937 |        0 |    false | Bacon Mushroom Burger               |     11 |        1.2 | foodBaconmushroomburger                                  |
| Pam's HarvestCraft | harvestcraft:baconpancakesitem                  |    6815 |        0 |    false | Bacon Pancakes                      |      6 |        1.2 | foodBaconpancakes                                        |
| Pam's HarvestCraft | harvestcraft:baconwrappeddatesitem              |    6532 |        0 |    false | Bacon Wrapped Dates                 |      3 |        1.2 | foodBaconwrappeddates                                    |
| Pam's HarvestCraft | harvestcraft:bakedalaskaitem                    |    6865 |        0 |    false | Baked Alaska                        |      7 |        1.2 | foodBakedalaska                                          |
| Pam's HarvestCraft | harvestcraft:bakedbeansitem                     |    6274 |        0 |    false | Baked Beans                         |      4 |        1.2 | foodBakedbeans                                           |
| Pam's HarvestCraft | harvestcraft:bakedbeetsitem                     |    6311 |        0 |    false | Baked Beets                         |      4 |        1.2 | foodBakedbeets                                           |
| Pam's HarvestCraft | harvestcraft:bakedcactusitem                    |    6795 |        0 |    false | Baked Cactus                        |      1 |        1.2 | foodBakedcactus                                          |
| Pam's HarvestCraft | harvestcraft:bakedhamitem                       |    6206 |        0 |    false | Baked Ham                           |      4 |        1.2 | foodBakedham                                             |
| Pam's HarvestCraft | harvestcraft:bakedsweetpotatoitem               |    6140 |        0 |    false | Baked Sweet Potato                  |      2 |        1.2 |                                                          |
| Pam's HarvestCraft | harvestcraft:bakedturnipsitem                   |    6324 |        0 |    false | Baked Turnips                       |      5 |        1.2 | foodBakedturnips                                         |
| Pam's HarvestCraft | harvestcraft:baklavaitem                        |    6431 |        0 |    false | Baklava                             |      8 |        1.2 | foodBaklava                                              |
| Pam's HarvestCraft | harvestcraft:bambooshootitem                    |    5806 |        0 |    false | Bamboo Shoot                        |      1 |        0.6 | cropBambooshoot,listAllveggie                            |
| Pam's HarvestCraft | harvestcraft:bamboosteamedriceitem              |    6505 |        0 |    false | Bamboo Steamed Rice                 |      2 |        1.2 | foodBamboosteamedrice                                    |
| Pam's HarvestCraft | harvestcraft:bananaitem                         |    6002 |        0 |    false | Banana                              |      1 |        0.6 | cropBanana,listAllfruit                                  |
| Pam's HarvestCraft | harvestcraft:bananamilkshakeitem                |    6601 |        0 |    false | Banana Milkeshake                   |      3 |        1.2 | foodBananamilkshake                                      |
| Pam's HarvestCraft | harvestcraft:banananutbreaditem                 |    6362 |        0 |    false | Banana Nut Bread                    |      5 |        1.2 | foodBanananutbread                                       |
| Pam's HarvestCraft | harvestcraft:bananasmoothieitem                 |    6363 |        0 |    false | Banana Smoothie                     |      3 |        1.2 | foodBananasmoothie,listAllsmoothie                       |
| Pam's HarvestCraft | harvestcraft:bananasplititem                    |    6361 |        0 |    false | Banana Split                        |      7 |        1.2 | foodBananasplit                                          |
| Pam's HarvestCraft | harvestcraft:bananayogurtitem                   |    6364 |        0 |    false | Banana Yogurt                       |      2 |        1.2 | foodBananayogurt,listAllyogurt                           |
| Pam's HarvestCraft | harvestcraft:bangersandmashitem                 |    6580 |        0 |    false | Bangers and Mash                    |      9 |        1.2 | foodBangersandmash                                       |
| Pam's HarvestCraft | harvestcraft:barleyitem                         |    5798 |        0 |    false | Barley                              |      1 |        0.6 | cropBarley,listAllgrain                                  |
| Pam's HarvestCraft | harvestcraft:bassrawitem                        |    7002 |        0 |    false | Raw Bass                            |      1 |        0.6 | foodBassraw,listAllfishfresh,listAllfishraw              |
| Pam's HarvestCraft | harvestcraft:batteredsausageitem                |    6581 |        0 |    false | Battered Sausage                    |      7 |        1.2 | foodBatteredsausage                                      |
| Pam's HarvestCraft | harvestcraft:bbqchickenpizzaitem                |    6858 |        0 |    false | BBQ Chicken Pizza                   |      9 |        1.2 | foodBbqchickenpizza                                      |
| Pam's HarvestCraft | harvestcraft:bbqplatteritem                     |    6957 |        0 |    false | BBQ Platter                         |     14 |        1.2 | foodBbqplatter                                           |
| Pam's HarvestCraft | harvestcraft:bbqpotatochipsitem                 |    6729 |        0 |    false | BBQ Potato Chips                    |      7 |        1.2 | foodBbqpotatochips                                       |
| Pam's HarvestCraft | harvestcraft:bbqpulledporkitem                  |    6606 |        0 |    false | BBQ Pulled Pork                     |      8 |        1.2 | foodBbqpulledpork                                        |
| Pam's HarvestCraft | harvestcraft:bbqsauceitem                       |    6840 |        0 |    false | BBQ Sauce                           |      1 |        1.2 | foodBbqsauce                                             |
| Pam's HarvestCraft | harvestcraft:beanburritoitem                    |    6277 |        0 |    false | Bean Burrito                        |      7 |        1.2 | foodBeanburrito                                          |
| Pam's HarvestCraft | harvestcraft:beanitem                           |    5868 |        0 |    false | Beans                               |      1 |        0.6 | cropBean,listAllveggie                                   |
| Pam's HarvestCraft | harvestcraft:beansandriceitem                   |    6275 |        0 |    false | Beans and Rice                      |      5 |        1.2 | foodBeansandrice                                         |
| Pam's HarvestCraft | harvestcraft:beansontoastitem                   |    6913 |        0 |    false | Beans on Toast                      |     10 |        1.2 | foodBeansontoast                                         |
| Pam's HarvestCraft | harvestcraft:beefjerkyitem                      |    6497 |        0 |    false | Beef Jerky                          |      3 |        1.2 | foodBeefjerky                                            |
| Pam's HarvestCraft | harvestcraft:beefwellingtonitem                 |    6547 |        0 |    false | Beef Wellington                     |      7 |        1.2 | foodBeefwellington                                       |
| Pam's HarvestCraft | harvestcraft:beetburgeritem                     |    6951 |        0 |    false | Beet Burger                         |     13 |        1.2 | foodBeetburger                                           |
| Pam's HarvestCraft | harvestcraft:beetitem                           |    5816 |        0 |    false | Beet                                |      1 |        0.6 | cropBeet,listAllveggie                                   |
| Pam's HarvestCraft | harvestcraft:beetsaladitem                      |    6309 |        0 |    false | Beet Salad                          |      6 |        1.2 | foodBeetsalad                                            |
| Pam's HarvestCraft | harvestcraft:beetsoupitem                       |    6310 |        0 |    false | Beet Soup                           |      4 |        1.2 | foodBeetsoup                                             |
| Pam's HarvestCraft | harvestcraft:bellpepperitem                     |    5872 |        0 |    false | Bellpepper                          |      1 |        0.6 | cropBellpepper,listAllpepper,listAllveggie               |
| Pam's HarvestCraft | harvestcraft:berrymeringuenestitem              |    6866 |        0 |    false | Berry Meringue Nest                 |      8 |        1.2 | foodBerrymeringuenest                                    |
| Pam's HarvestCraft | harvestcraft:berryvinaigrettesaladitem          |    6754 |        0 |    false | Berry Vinaigrette Salad             |      6 |        1.2 | foodBerryvinaigrettesalad                                |
| Pam's HarvestCraft | harvestcraft:bibimbapitem                       |    6860 |        0 |    false | Bibimbap                            |      8 |        1.2 | foodBibimbap                                             |
| Pam's HarvestCraft | harvestcraft:biscuititem                        |    6396 |        0 |    false | Biscuit                             |      5 |        1.2 | foodBiscuit                                              |
| Pam's HarvestCraft | harvestcraft:biscuitsandgravyitem               |    6684 |        0 |    false | Biscuits and Gravy                  |      8 |        1.2 | foodBiscuitsandgravy                                     |
| Pam's HarvestCraft | harvestcraft:blackberrycobbleritem              |    6407 |        0 |    false | Blackberry Cobbler                  |      5 |        1.2 | foodBlackberrycobbler                                    |
| Pam's HarvestCraft | harvestcraft:blackberryitem                     |    5784 |        0 |    false | Blackberry                          |      1 |        0.6 | cropBlackberry,listAllberry,listAllfruit                 |
| Pam's HarvestCraft | harvestcraft:blackberryjellyitem                |    6445 |        0 |    false | Blackberry Jelly                    |      2 |        1.2 | foodBlackberryjelly                                      |
| Pam's HarvestCraft | harvestcraft:blackberryjellysandwichitem        |    6446 |        0 |    false | Blackberry Jelly Sandwich           |      6 |        1.2 | foodBlackberryjellysandwich                              |
| Pam's HarvestCraft | harvestcraft:blackberryjuiceitem                |    6178 |        0 |    false | Blackberry Juice                    |      2 |        1.2 | foodBlackberryjuice                                      |
| Pam's HarvestCraft | harvestcraft:blackberrysmoothieitem             |    6408 |        0 |    false | Blackberry Smoothie                 |      3 |        1.2 | foodBlackberrysmoothie,listAllsmoothie                   |
| Pam's HarvestCraft | harvestcraft:blackberryyogurtitem               |    6409 |        0 |    false | Blackberry Yogurt                   |      2 |        1.2 | foodBlackberryyogurt,listAllyogurt                       |
| Pam's HarvestCraft | harvestcraft:blackpaellaitem                    |    6816 |        0 |    false | Black Paella                        |      7 |        1.2 | foodBlackpaella                                          |
| Pam's HarvestCraft | harvestcraft:blazingsoupitem                    |    6817 |        0 |    false | Blazing Soup                        |      9 |        1.2 | foodBlazingsoup                                          |
| Pam's HarvestCraft | harvestcraft:bltitem                            |    6237 |        0 |    false | BLT                                 |      8 |        1.2 | foodBlt                                                  |
| Pam's HarvestCraft | harvestcraft:blueberryitem                      |    5786 |        0 |    false | Blueberry                           |      1 |        0.6 | cropBlueberry,listAllberry,listAllfruit                  |
| Pam's HarvestCraft | harvestcraft:blueberryjellyitem                 |    6447 |        0 |    false | Blueberry Jelly                     |      2 |        1.2 | foodBlueberryjelly                                       |
| Pam's HarvestCraft | harvestcraft:blueberryjellysandwichitem         |    6448 |        0 |    false | Blueberry Jelly Sandwich            |      6 |        1.2 | foodBlueberryjellysandwich                               |
| Pam's HarvestCraft | harvestcraft:blueberryjuiceitem                 |    6169 |        0 |    false | Blueberry Juice                     |      2 |        1.2 | foodBlueberryjuice                                       |
| Pam's HarvestCraft | harvestcraft:blueberrymuffinitem                |    6295 |        0 |    false | Blueberry Muffin                    |      4 |        1.2 | foodBlueberrymuffin                                      |
| Pam's HarvestCraft | harvestcraft:blueberrypancakesitem              |    6297 |        0 |    false | Blueberry Pancakes                  |      7 |        1.2 | foodBlueberrypancakes                                    |
| Pam's HarvestCraft | harvestcraft:blueberrypieitem                   |    6294 |        0 |    false | Blueberry Pie                       |      5 |        1.2 | foodBlueberrypie                                         |
| Pam's HarvestCraft | harvestcraft:blueberrysmoothieitem              |    6293 |        0 |    false | Blueberry Smoothie                  |      3 |        1.2 | foodBlueberrysmoothie,listAllsmoothie                    |
| Pam's HarvestCraft | harvestcraft:blueberryyogurtitem                |    6401 |        0 |    false | Blueberry Yogurt                    |      2 |        1.2 | foodBlueberryyogurt,listAllyogurt                        |
| Pam's HarvestCraft | harvestcraft:boiledeggitem                      |    6216 |        0 |    false | Boiled Egg                          |      3 |        1.2 | foodBoiledegg                                            |
| Pam's HarvestCraft | harvestcraft:braisedonionsitem                  |    6242 |        0 |    false | Braised Onions                      |      5 |        1.2 | foodBraisedonions                                        |
| Pam's HarvestCraft | harvestcraft:breadedporkchopitem                |    6204 |        0 |    false | Breaded Porkchop                    |      5 |        1.2 | foodBreadedporkchop                                      |
| Pam's HarvestCraft | harvestcraft:breadfruititem                     |    6065 |        0 |    false | Breadfruit                          |      1 |        0.6 | listAllgrain                                             |
| Pam's HarvestCraft | harvestcraft:breakfastburritoitem               |    6923 |        0 |    false | Breakfast Burrito                   |     10 |        1.2 | foodBreakfastburrito                                     |
| Pam's HarvestCraft | harvestcraft:briochebunitem                     |    6818 |        0 |    false | Brioche Bun                         |      3 |        1.2 | foodBriochebun                                           |
| Pam's HarvestCraft | harvestcraft:broccoliitem                       |    5848 |        0 |    false | Broccoli                            |      1 |        0.6 | cropBroccoli,listAllgreenveggie,listAllveggie            |
| Pam's HarvestCraft | harvestcraft:broccolimacitem                    |    6312 |        0 |    false | Broccoli Mac                        |      4 |        1.2 | foodBroccolimac                                          |
| Pam's HarvestCraft | harvestcraft:broccolindipitem                   |    6313 |        0 |    false | Broccoli n Dip                      |      3 |        1.2 | foodBroccolindip                                         |
| Pam's HarvestCraft | harvestcraft:brownieitem                        |    6349 |        0 |    false | Brownie                             |      8 |        1.2 | foodBrownie                                              |
| Pam's HarvestCraft | harvestcraft:brusselsproutitem                  |    5860 |        0 |    false | Brussel Sprout                      |      1 |        0.6 | cropBrusselsprout,listAllgreenveggie,listAllveggie       |
| Pam's HarvestCraft | harvestcraft:bubbleteaitem                      |    6777 |        0 |    false | Bubble Tea                          |      4 |        1.2 | foodBubbletea                                            |
| Pam's HarvestCraft | harvestcraft:bulgogiitem                        |    6765 |        0 |    false | Bulgogi                             |      7 |        1.2 | foodBulgogi                                              |
| Pam's HarvestCraft | harvestcraft:buttercookieitem                   |    6726 |        0 |    false | Butter Cookie                       |      6 |        1.2 | foodButtercookie,listAllcookie                           |
| Pam's HarvestCraft | harvestcraft:butteredpotatoitem                 |    6193 |        0 |    false | Buttered Potato                     |      4 |        1.2 | foodButteredpotato                                       |
| Pam's HarvestCraft | harvestcraft:cabbageitem                        |    5862 |        0 |    false | Cabbage                             |      1 |        0.6 | cropCabbage,listAllgreenveggie,listAllveggie             |
| Pam's HarvestCraft | harvestcraft:cactusfruititem                    |    5794 |        0 |    false | Cactus Fruit                        |      1 |        0.6 | cropCactusfruit,listAllfruit                             |
| Pam's HarvestCraft | harvestcraft:cactusfruitjuiceitem               |    6182 |        0 |    false | Cactus Fruit Juice                  |      2 |        1.2 | foodCactusfruitjuice                                     |
| Pam's HarvestCraft | harvestcraft:cactussoupitem                     |    6391 |        0 |    false | Cactus Soup                         |      3 |        1.2 | foodCactussoup                                           |
| Pam's HarvestCraft | harvestcraft:calamaricookeditem                 |    6134 |        0 |    false | Cooked Calamari                     |      2 |        1.2 | foodCalamaricooked,listAllfishcooked                     |
| Pam's HarvestCraft | harvestcraft:calamarirawitem                    |    6133 |        0 |    false | Raw Calamari                        |      1 |        0.6 | foodCalamariraw,listAllfishfresh,listAllfishraw          |
| Pam's HarvestCraft | harvestcraft:californiarollitem                 |    6552 |        0 |    false | California Roll                     |      6 |        1.2 | foodCaliforniaroll                                       |
| Pam's HarvestCraft | harvestcraft:candiedgingeritem                  |    6327 |        0 |    false | Candied Ginger                      |      2 |        1.2 | foodCandiedginger                                        |
| Pam's HarvestCraft | harvestcraft:candiedlemonitem                   |    6291 |        0 |    false | Candied Lemon                       |      2 |        1.2 | foodCandiedlemon                                         |
| Pam's HarvestCraft | harvestcraft:candiedpecansitem                  |    6788 |        0 |    false | Candied Pecans                      |      3 |        1.2 | foodCandiedpecans                                        |
| Pam's HarvestCraft | harvestcraft:candiedsweetpotatoesitem           |    6316 |        0 |    false | Candied Sweet Potatoes              |      3 |        1.2 | foodCandiedsweetpotatoes                                 |
| Pam's HarvestCraft | harvestcraft:candiedwalnutsitem                 |    6348 |        0 |    false | Candied Walnuts                     |      4 |        1.2 | foodCandiedwalnuts                                       |
| Pam's HarvestCraft | harvestcraft:candleberryitem                    |    5788 |        0 |    false | Candleberry                         |      1 |        0.6 | cropCandle,cropCandleberry                               |
| Pam's HarvestCraft | harvestcraft:cantaloupeitem                     |    5808 |        0 |    false | Cantaloupe                          |      1 |        0.6 | cropCantaloupe,listAllfruit                              |
| Pam's HarvestCraft | harvestcraft:cantonesegreensitem                |    6805 |        0 |    false | Cantonese Greens                    |      2 |        1.2 | foodCantonesegreens                                      |
| Pam's HarvestCraft | harvestcraft:cantonesenoodlesitem               |    6927 |        0 |    false | Cantonese Noodles                   |     10 |        1.2 | foodCantonesenoodles                                     |
